지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,서울,2025-04-24 0:00,14.1,,,,0.5,,320,,68,,10.9,8.2,996.8,,1006.9,,,9,,9,,,0,0,,,3491,,,11.6,,16.4,15.9,16.3,15.2
108,서울,2025-04-24 1:00,13.8,,,,1.7,,270,,75,,11.8,9.4,996.7,,1006.9,,,9,,9,,,0,0,,,2446,,,11.3,,15.9,15,15.4,14.5
108,서울,2025-04-24 2:00,13.1,,,,1.7,,230,,79,,11.9,9.5,996.7,,1006.9,,,9,,9,,,0,0,,,1469,,,10.9,,15.5,14.7,15.3,14.6
108,서울,2025-04-24 3:00,12.6,,,,1.4,,250,,80,,11.6,9.2,996.8,,1007,,,9,,9,,,0,0,,,1579,,,10.5,,15.1,14.4,15.2,14.7
108,서울,2025-04-24 4:00,12.1,,,,2.3,,250,,82,,11.6,9.1,997,,1007.2,,,9,,9,,,0,0,,,1355,,,10.2,,14.8,14.1,15.1,14.8
108,서울,2025-04-24 5:00,11.6,,,,2.7,,250,,85,,11.6,9.1,997.4,,1007.6,,,9,,9,,,1,0,Ci,,913,,19,9.9,,14.5,13.8,15,14.7
108,서울,2025-04-24 6:00,11.2,,,,1.4,,250,,85,,11.2,8.7,997.5,,1007.8,,0,,0,,,,2,0,Ci,,895,,19,9.6,,14.2,13.5,14.8,14.6
108,서울,2025-04-24 7:00,11.1,,,,1.6,,200,,81,,10.6,7.9,997.9,,1008.2,,0.4,,0.26,,,,0,0,,,1163,,19,10.8,,13.9,13.5,14.9,14.9
108,서울,2025-04-24 8:00,12.6,,,,1.9,,200,,71,,10.3,7.4,997.8,,1008,,1,,0.85,,,,0,0,,,1421,,,15.3,,14,13,14.2,14.2
108,서울,2025-04-24 9:00,14.4,,,,3,,180,,64,,10.4,7.6,997.7,,1007.8,,1,,1.7,,,,0,0,,,1330,,,21.3,,14.5,13.7,14.4,14.5
108,서울,2025-04-24 10:00,16.2,,,,2.4,,200,,53,,9.7,6.5,997.7,,1007.8,,1,,2.35,,,,0,0,,,1608,,,25.9,,15.5,14.5,14.5,14.5
108,서울,2025-04-24 11:00,17.5,,,,3.2,,250,,51,,10.2,7.2,997.7,,1007.7,,1,,2.9,,,,2,0,Ci,,1508,,,29.3,,16.7,15.4,14.4,14.4
108,서울,2025-04-24 12:00,19.1,,,,3.4,,230,,42,,9.2,5.8,997.4,,1007.4,,1,,3.29,,,,2,0,Ci,,1810,,,32.9,,17.9,16.5,14.4,14.3
108,서울,2025-04-24 13:00,18.8,,,,5,,230,,40,,8.6,4.8,997.6,,1007.6,,1,,3.44,,,,1,0,Ci,,1730,,,34.4,,19,17.7,14.8,14.4
108,서울,2025-04-24 14:00,19,,,,4.5,,200,,43,,9.4,6.1,997,,1007,,1,,3.38,,,,0,0,,,1703,,,35.5,,19.8,18.6,15.1,14.5
108,서울,2025-04-24 15:00,19.3,,,,4.6,,270,,44,,9.8,6.7,996.3,,1006.2,,1,,3.11,,,,1,0,Ci,,1694,,,34.8,,20.3,19.2,15.3,14.5
108,서울,2025-04-24 16:00,19.2,,,,3.9,,230,,49,,10.9,8.2,996,,1005.9,,1,,2.56,,,,1,0,Ci,,1817,,,31,,20.4,19.1,15.1,13.9
108,서울,2025-04-24 17:00,18.1,,,,5,,230,,42,,8.7,4.9,996.3,,1006.3,,1,,1.91,,,,0,0,,,2329,,,25.3,,20.2,19.3,16.1,14.8
108,서울,2025-04-24 18:00,17,,,,5,,250,,25,,4.8,-3.2,996.7,,1006.7,,1,,1.15,,,,2,0,Ci,,2928,,,17.4,,19.7,18.7,15.9,14.5
108,서울,2025-04-24 19:00,15.3,,,,4,,250,,37,,6.4,0.6,997.4,,1007.5,,0.8,,0.36,,,,2,1,,,3136,,,14.1,,18.8,18.3,16.7,15.2
108,서울,2025-04-24 20:00,14.3,,,,4.9,,270,,30,,4.9,-3,998.8,,1009,,0,,0.01,,,,0,0,,,1548,,,11.8,,17.9,17.5,16.9,15.5
108,서울,2025-04-24 21:00,13.2,,,,3,,250,,31,,4.7,-3.5,1000.4,,1010.6,,,9,,9,,,0,0,,,1046,,,10.3,,17.1,16.7,16.9,15.6
108,서울,2025-04-24 22:00,12.3,,,,2.8,,250,,34,,4.9,-3.1,1001.2,,1011.5,,,9,,9,,,0,0,,,804,,40,9.4,,16.3,16,16.8,15.7
108,서울,2025-04-24 23:00,11.4,,,,1.9,,270,,38,,5.1,-2.4,1001.7,,1012,,,9,,9,,,0,0,,,797,,40,8.5,,15.7,15.5,16.6,15.7
108,서울,2025-04-25 0:00,10.7,,,,2.2,,230,,48,,6.2,0.1,1002.4,,1012.7,,,9,,9,,,0,0,,,918,,40,7.9,,15.1,14.9,16.4,15.7
108,서울,2025-04-25 1:00,10,,,,2.2,,270,,49,,6,-0.2,1002.9,,1013.3,,,9,,9,,,0,0,,,1381,,40,7.3,,14.5,14.4,16.2,15.7
108,서울,2025-04-25 2:00,9.4,,,,1.8,,270,,49,,5.8,-0.7,1003.1,,1013.5,,,9,,9,,,0,0,,,1701,,,6.6,,14.1,13.6,15.4,15.1
108,서울,2025-04-25 3:00,8.9,,,,1.2,,290,,52,,5.9,-0.4,1003.3,,1013.7,,,9,,9,,,0,0,,,1638,,,6,,13.6,13.5,15.7,15.5
108,서울,2025-04-25 4:00,8.3,,,,0.9,,290,,54,,5.9,-0.4,1003.7,,1014.1,,,9,,9,,,0,0,,,2023,,,5.6,,13.1,12.9,15.2,15.3
108,서울,2025-04-25 5:00,7.9,,,,1.3,,270,,58,,6.2,0.1,1003.9,,1014.4,,,9,,9,,,0,0,,,1759,,,5.2,,12.6,12.3,14.6,14.8
108,서울,2025-04-25 6:00,7.7,,,,0.7,,270,,57,,6,-0.2,1004.3,,1014.8,,0,,0,,,,0,0,,,2091,,,5.1,,12.2,11.9,14.4,14.7
108,서울,2025-04-25 7:00,8.2,,,,1,,290,,56,,6.1,0,1004.7,,1015.2,,0.6,,0.27,,,,0,0,,,2404,,,7.4,,11.9,11.6,14.3,14.7
108,서울,2025-04-25 8:00,10.3,,,,2,,270,,54,,6.7,1.3,1005,,1015.4,,1,,0.92,,,,0,0,,,2851,,,13.8,,12,11.6,14,14.6
108,서울,2025-04-25 9:00,12.4,,,,3.9,,290,,43,,6.2,0.1,1005.1,,1015.4,,1,,1.75,,,,0,0,,,2651,,,19.6,,12.8,12,13.8,14.3
108,서울,2025-04-25 10:00,14.2,,,,3.9,,320,,29,,4.7,-3.6,1005.2,,1015.4,,1,,2.45,,,,0,0,,,2123,,,26,,13.7,12.7,13.8,14.4
108,서울,2025-04-25 11:00,15.5,,,,4.3,,290,,23,,4.1,-5.5,1005.2,,1015.4,,1,,3.06,,,,0,0,,,1913,,,30.9,,14.8,13.5,13.8,14.3
108,서울,2025-04-25 12:00,16,,,,5,,290,,22,,4,-5.7,1004.8,,1015,,1,,3.43,,,,0,0,,,1757,,,33,,15.8,14.5,13.8,14.1
108,서울,2025-04-25 13:00,16.6,,,,5,,270,,22,,4.2,-5.2,1004.6,,1014.7,,1,,3.55,,,,0,0,,,1779,,,34.8,,16.8,15.5,13.9,14
108,서울,2025-04-25 14:00,17.6,,,,4.3,,230,,27,,5.4,-1.6,1004.2,,1014.3,,1,,3.39,,,,0,0,,,1951,,,35.7,,17.7,16.4,14,13.9
108,서울,2025-04-25 15:00,17.5,,,,4.1,,270,,24,,4.8,-3.3,1003.7,,1013.8,,1,,3.07,,,,0,0,,,2084,,,34,,18.3,17.1,14.2,13.8
108,서울,2025-04-25 16:00,16.9,,,,5.4,,250,,23,,4.4,-4.4,1003.5,,1013.6,,1,,2.56,,,,0,0,,,2937,,,29.2,,18.6,17.3,14.4,13.7
108,서울,2025-04-25 17:00,16.4,,,,5.4,,250,,24,,4.5,-4.2,1003.7,,1013.8,,1,,1.91,,,,0,0,,,3048,,,23.7,,18.4,17.3,14.7,13.9
108,서울,2025-04-25 18:00,15.5,,,,3.7,,230,,28,,4.9,-2.9,1003.8,,1014,,1,,1.12,,,,0,0,,,2690,,,16.5,,18,16.8,14.6,13.6
108,서울,2025-04-25 19:00,14,,,,3.6,,250,,32,,5.1,-2.4,1004.1,,1014.3,,0.9,,0.38,,,,0,0,,,2946,,,13,,17.3,16.6,15.5,14.5
108,서울,2025-04-25 20:00,12.6,,,,4.1,,250,,38,,5.6,-1.3,1004.8,,1015.1,,0,,0.01,,,,0,0,,,2881,,,10.8,,16.5,15.7,15.3,14.3
108,서울,2025-04-25 21:00,11.8,,,,2.4,,270,,37,,5.1,-2.4,1005.8,,1016.1,,,9,,9,,,0,0,,,3306,,,9.3,,15.5,14.9,15,14.2
108,서울,2025-04-25 22:00,11.1,,,,2.4,,270,,34,,4.5,-4.2,1006.2,,1016.6,,,9,,9,,,0,0,,,3272,,,8.1,,14.9,14.3,14.9,14.2
108,서울,2025-04-25 23:00,10.5,,,,1.8,,250,,36,,4.6,-3.9,1006.3,,1016.7,,,9,,9,,,0,0,,,3174,,,7.3,,14.3,13.9,14.9,14.3
108,서울,2025-04-26 0:00,10,,,,1.7,,270,,44,,5.4,-1.7,1006.7,,1017.1,,,9,,9,,,0,0,,,2715,,,6.7,,13.8,13.6,15.2,14.9
108,서울,2025-04-26 1:00,9.6,,,,2.4,,270,,45,,5.4,-1.7,1006.9,,1017.3,,,9,,9,,,0,0,,,2587,,,6.3,,13.3,13.1,15,14.8
108,서울,2025-04-26 2:00,8.9,,,,1.5,,250,,48,,5.5,-1.5,1006.8,,1017.3,,,9,,9,,,0,0,,,2788,,,5.8,,12.9,12.7,14.8,14.8
108,서울,2025-04-26 3:00,9,,,,2.3,,250,,55,,6.3,0.4,1007.3,,1017.8,,,9,,9,,,0,0,,,2693,,,5.8,,12.5,12.3,14.6,14.7
108,서울,2025-04-26 4:00,8.5,,,,1.8,,250,,68,,7.5,2.9,1007.1,,1017.6,,,9,,9,,,0,0,,,2127,,,5.6,,12.2,12,14.4,14.6
108,서울,2025-04-26 5:00,7.9,,,,1.2,,50,,71,,7.5,2.9,1007.1,,1017.6,,,9,,9,,,0,0,,,1944,,,5.3,,11.9,11.7,14.1,14.5
108,서울,2025-04-26 6:00,7.3,,,,1.9,,20,,73,,7.4,2.7,1007.5,,1018,,0,,0.01,,,,0,0,,,1935,,,5.3,,11.6,11.4,13.9,14.4
108,서울,2025-04-26 7:00,7.7,,,,0.7,,20,,67,,7,1.9,1008,,1018.5,,0.8,,0.3,,,,0,0,,,2268,,,7.7,,11.3,11.2,13.7,14.2
108,서울,2025-04-26 8:00,10.2,,,,2.4,,200,,60,,7.4,2.7,1007.8,,1018.2,,1,,0.93,,,,0,0,,,2500,,,14.3,,11.6,11,13.1,13.7
108,서울,2025-04-26 9:00,13,,,,2.3,,180,,52,,7.7,3.3,1007.5,,1017.8,,1,,1.75,,,,0,0,,,2908,,,21.3,,12.5,11.7,13.2,13.9
108,서울,2025-04-26 10:00,15,,,,3.4,,200,,45,,7.6,3.1,1007.6,,1017.8,,1,,2.44,,,,0,0,,,3318,,,28,,13.7,12.5,13.1,13.7
108,서울,2025-04-26 11:00,17,,,,3.6,,250,,40,,7.7,3.2,1007.2,,1017.3,,1,,3.05,,,,0,0,,,2960,,,33.5,,15.1,13.7,13,13.5
108,서울,2025-04-26 12:00,18.1,,,,4.6,,200,,38,,7.8,3.5,1006.9,,1017,,1,,3.41,,,,0,0,,,3021,,,36.4,,16.5,14.9,13.1,13.4
108,서울,2025-04-26 13:00,19.3,,,,4,,200,,38,,8.5,4.6,1006.5,,1016.5,,1,,3.55,,,,0,0,,,3092,,,38.9,,17.8,16.2,13.1,13.2
108,서울,2025-04-26 14:00,19.9,,,,3.1,,230,,39,,9,5.5,1006.3,,1016.3,,1,,3.41,,,,0,0,,,3589,,,39.4,,18.9,17.4,13.5,13.2
108,서울,2025-04-26 15:00,19.2,,,,4.2,,250,,43,,9.5,6.3,1005.9,,1015.9,,1,,3.05,,,,0,0,,,3008,,,36.8,,19.5,18.1,13.7,13.1
108,서울,2025-04-26 16:00,18,,,,4.6,,200,,46,,9.4,6.1,1006.1,,1016.2,,1,,2.48,,,,0,0,,,2519,,,31.3,,19.7,18.6,14.5,13.6
108,서울,2025-04-26 17:00,17.8,,,,3.3,,250,,48,,9.7,6.6,1005.7,,1015.8,,1,,1.73,,,,0,0,,,3292,,,25.5,,19.5,18.5,15,13.9
108,서울,2025-04-26 18:00,16.8,,,,4,,230,,50,,9.5,6.3,1005.7,,1015.8,,1,,0.91,,,,0,0,,,2780,,,19.3,,19.1,18.1,15.2,13.9
108,서울,2025-04-26 19:00,15.2,,,,2.7,,250,,56,,9.6,6.4,1006.1,,1016.3,,0.2,,0.26,,,,2,2,,19,2601,,,15.9,,18.4,17.7,15.6,14.3
108,서울,2025-04-26 20:00,14.4,,,,2.5,,230,,57,,9.3,5.9,1006.6,,1016.8,,0,,0.01,,,,0,0,,,2443,,,13.5,,17.6,17.1,15.9,14.6
108,서울,2025-04-26 21:00,14.3,,,,3.3,,200,,58,,9.4,6.1,1007.3,,1017.5,,,9,,9,,,0,0,,,2382,,,12.5,,16.9,16.4,16,14.7
108,서울,2025-04-26 22:00,13.8,,,,2,,230,,56,,8.8,5.1,1007.7,,1018,,,9,,9,,,0,0,,,2459,,,11.5,,16.3,15.9,16,14.9
108,서울,2025-04-26 23:00,13.2,,,,2.2,,200,,56,,8.5,4.6,1007.3,,1017.6,,,9,,9,,,0,0,,,2643,,,10.4,,15.7,15.4,15.8,14.9
108,서울,2025-04-27 0:00,12.5,,,,2.4,,200,,56,,8.1,3.9,1007.1,,1017.4,,,9,,9,,,0,0,,,3057,,,9.5,,15.2,14.9,15.6,14.9
108,서울,2025-04-27 1:00,11.9,,,,0.4,,0,,59,,8.2,4.1,1007,,1017.3,,,9,,9,,,0,0,,,3207,,,8.8,,14.6,14.4,15.4,14.8
108,서울,2025-04-27 2:00,11,,,,1.7,,20,,61,,8,3.7,1006.6,,1017,,,9,,9,,,4,1,,,3339,,,8.4,,14.2,14,15.3,14.9
108,서울,2025-04-27 3:00,10.9,,,,1.1,,360,,62,,8,3.8,1006.2,,1016.6,,,9,,9,,,2,0,Ci,,3106,,,8,,13.8,13.6,15.1,14.8
108,서울,2025-04-27 4:00,10.9,,,,0.6,,270,,58,,7.5,2.9,1005.4,,1015.8,,,9,,9,,,0,0,,,3259,,,7.7,,13.4,13.3,14.9,14.8
108,서울,2025-04-27 5:00,11.1,,,,0.5,,50,,54,,7.1,2.1,1005.3,,1015.6,,,9,,9,,,2,0,Ci,,3225,,,7.3,,13.1,13,14.7,14.7
108,서울,2025-04-27 6:00,11.2,,,,1.3,,230,,49,,6.5,0.8,1005.3,,1015.6,,0,,0,,,,4,0,Ci,,3355,,,7.4,,12.9,12.7,14.5,14.6
108,서울,2025-04-27 7:00,12.4,,,,2.8,,180,,47,,6.7,1.3,1005.2,,1015.5,,0.7,,0.31,,,,0,0,,,3654,,,9.4,,12.7,12.2,13.9,14.1
108,서울,2025-04-27 8:00,14.1,,,,2.8,,200,,41,,6.6,1,1004.6,,1014.8,,1,,0.94,,,,8,0,Ci,,2960,,,15.8,,13,12.2,13.6,13.9
108,서울,2025-04-27 9:00,15.8,,,,3.2,,250,,39,,7,1.8,1005,,1015.2,,1,,1.66,,,,8,0,Ci,,3291,,,21.2,,13.8,12.8,13.5,14
108,서울,2025-04-27 10:00,17.4,,,,2.8,,250,,39,,7.7,3.2,1005.2,,1015.3,,0.7,,1.79,,,,9,0,Ci,,3575,,,24.3,,14.7,13.6,13.8,14.2
108,서울,2025-04-27 11:00,18.1,,,,5.5,,200,,33,,6.8,1.5,1004.8,,1014.9,,1,,2.28,,,,8,2,AsCi,25,4102,,,27.8,,15.6,14.3,13.6,13.8
108,서울,2025-04-27 12:00,18.4,,,,4.1,,200,,34,,7.2,2.2,1004.5,,1014.6,,0.4,,2.08,,,,9,0,Ci,,3597,,,27.4,,16.4,15.1,13.6,13.7
108,서울,2025-04-27 13:00,18.4,,,,4.8,,270,,34,,7.2,2.2,1004,,1014,,0,,1.76,,,,10,0,Cs,,3378,,,27.9,,16.9,15.6,13.6,13.5
108,서울,2025-04-27 14:00,18.8,,,,4,,250,,37,,8,3.7,1003.5,,1013.5,,0.5,,2.23,,,,9,0,Ci,,3506,,,32.5,,17.4,16.1,13.9,13.6
108,서울,2025-04-27 15:00,18.8,,,,4,,250,,40,,8.6,4.8,1002.8,,1012.8,,0.9,,2.38,,,,9,0,Ci,,2974,,,29.7,,18,16.9,14.4,14
108,서울,2025-04-27 16:00,18.4,,,,3.1,,200,,41,,8.6,4.8,1002,,1012,,0.1,,1.39,,,,10,0,Cs,,3156,,,24.7,,18.3,17.2,14.6,13.9
108,서울,2025-04-27 17:00,17.6,,,,3.2,,250,,42,,8.4,4.5,1001.4,,1011.5,,0,,1,,,,8,0,Ci,,3251,,,22.2,,18.3,17.3,14.9,14.1
108,서울,2025-04-27 18:00,16.9,,,,3.3,,230,,42,,8,3.8,1001.5,,1011.6,,0,,0.53,,,,8,0,Ci,,3135,,,18.5,,18,17.1,15,14.1
108,서울,2025-04-27 19:00,15.8,,,,3.8,,230,,44,,7.8,3.5,1001.3,,1011.4,,0,,0.21,,,,6,6,,47,3239,,,14.7,,17.5,16.8,15.4,14.4
108,서울,2025-04-27 20:00,15.1,,,,2.9,,230,,43,,7.3,2.5,1001.2,,1011.4,,0,,0.02,,,,8,8,,44,3611,,,12.9,,16.8,16.2,15.5,14.5
108,서울,2025-04-27 21:00,14.5,,,,3.7,,290,,50,,8.2,4.1,1002.5,,1012.7,,,9,,9,,,8,8,Ac,48,3239,,,12.2,,16.2,15.7,15.5,14.7
108,서울,2025-04-27 22:00,13.4,,,,2.6,,230,,53,,8.1,4,1002.4,,1012.6,,,9,,9,,,4,4,,53,3541,,,10.8,,15.7,15,15.1,14.3
108,서울,2025-04-27 23:00,12.8,,,,2.6,,270,,55,,8.1,3.9,1002.3,,1012.6,,,9,,9,,,7,7,,62,3453,,,10.2,,15.1,14.5,14.9,14.3
108,서울,2025-04-28 0:00,12.5,,,,2.5,,250,,55,,7.9,3.6,1002.4,,1012.6,,,9,,9,,,4,0,,,3262,,,9.4,,14.7,14.2,14.9,14.5
108,서울,2025-04-28 1:00,12.2,,,,2.5,,250,,58,,8.2,4.1,1001.9,,1012.2,,,9,,9,,,4,3,,38,2933,,,9.2,,14.2,13.6,14.3,13.9
108,서울,2025-04-28 2:00,12.1,,,,0.9,,200,,60,,8.4,4.5,1000.9,,1011.2,,,9,,9,,,9,8,,32,2934,,,10.2,,13.9,13.6,14.8,14.5
108,서울,2025-04-28 3:00,11.9,,,,1.3,,250,,62,,8.6,4.8,1000.4,,1010.7,,,9,,9,,,8,8,As,29,2989,,,9.8,,13.7,13.4,14.6,14.5
108,서울,2025-04-28 4:00,11.8,,,,1.8,,270,,61,,8.4,4.5,1000.3,,1010.6,,,9,,9,,,4,4,As,26,2986,,,10,,13.6,13.2,14.4,14.4
108,서울,2025-04-28 5:00,11.1,,,,2.2,,250,,67,,8.8,5.1,1000.3,,1010.6,,,9,,9,,,0,0,,,2648,,,8.6,,13.4,13,14.3,14.4
108,서울,2025-04-28 6:00,10.4,,,,1.5,,270,,71,,8.9,5.3,1000.1,,1010.4,,0,,0.01,,,,0,0,,,2351,,,7.8,,13,12.9,14.4,14.5
108,서울,2025-04-28 7:00,10.6,,,,1.2,,270,,74,,9.4,6.1,999.6,,1009.9,,0.8,,0.32,,,,0,0,,,2135,,,9.7,,12.7,12.6,14.2,14.4
108,서울,2025-04-28 8:00,12.4,,,,1.6,,270,,71,,10.2,7.2,999.5,,1009.7,,1,,0.98,,,,0,0,,,2113,,,16.8,,13,12.5,13.9,14.2
108,서울,2025-04-28 9:00,14.5,,,,1.6,,250,,65,,10.6,7.9,999.1,,1009.3,,1,,1.78,,,,0,0,,,1893,,,23.9,,13.8,13,13.9,14.2
108,서울,2025-04-28 10:00,16.2,,,,3.2,,270,,57,,10.4,7.6,999.2,,1009.3,,1,,2.45,,,,0,0,,,1530,,,30.6,,14.9,13.8,13.8,14.1
108,서울,2025-04-28 11:00,17.6,,,,2.9,,270,,47,,9.4,6.1,999,,1009,,1,,3.03,,,,0,0,,,1680,,,35.4,,16.2,14.7,13.7,13.8
108,서울,2025-04-28 12:00,18.7,,,,3.7,,270,,41,,8.8,5.1,998.3,,1008.3,,1,,3.35,,,,0,0,,,2098,,,37.9,,17.5,16,13.8,13.8
108,서울,2025-04-28 13:00,19.9,,,,4.1,,250,,39,,9,5.5,997.4,,1007.3,,1,,3.59,,,,0,0,,,2149,,,40.5,,18.6,17.2,14,13.7
108,서울,2025-04-28 14:00,19.7,,,,5.3,,290,,27,,6.2,0.1,997,,1006.9,,1,,3.24,,,,0,0,,,2298,,,38.3,,19.4,18.1,14.3,13.7
108,서울,2025-04-28 15:00,19.5,,,,5.6,,270,,38,,8.5,4.7,996.4,,1006.3,,0.9,,2.73,,,,0,0,,,2077,,,36.1,,19.6,18.5,14.7,13.8
108,서울,2025-04-28 16:00,20,,,,5.4,,290,,19,,4.4,-4.3,996.1,,1006,,1,,2.44,,,,0,0,,,2685,,,33.4,,19.8,18.7,15,14
108,서울,2025-04-28 17:00,19.3,,,,4.7,,270,,24,,5.4,-1.8,996.2,,1006.1,,1,,1.92,,,,0,0,,,2686,,,26.8,,19.5,18.6,15.3,14.1
108,서울,2025-04-28 18:00,18.5,,,,4.7,,270,,26,,5.6,-1.3,996.5,,1006.5,,1,,1.09,,,,0,0,,,2617,,,18.8,,19.1,18.2,15.6,14.2
108,서울,2025-04-28 19:00,17.1,,,,3.6,,270,,26,,5.1,-2.5,997.2,,1007.2,,0.8,,0.34,,,,0,0,,,2949,,,15,,18.3,17.6,15.7,14.3
108,서울,2025-04-28 20:00,15.7,,,,1.7,,230,,28,,5,-2.7,998.3,,1008.4,,0,,0.01,,,,0,0,,,2942,,,12.5,,17.5,16.9,15.7,14.4
108,서울,2025-04-28 21:00,15.2,,,,3.2,,320,,25,,4.3,-4.7,999.2,,1009.3,,,9,,9,,,0,0,,,2976,,,11.2,,16.7,15.9,15.4,14.2
108,서울,2025-04-28 22:00,13.7,,,,2.6,,270,,34,,5.3,-1.9,1000,,1010.2,,,9,,9,,,0,0,,,2874,,,9.9,,16.1,15.5,15.5,14.5
108,서울,2025-04-28 23:00,13.1,,,,2.4,,290,,35,,5.3,-2,1000.5,,1010.7,,,9,,9,,,0,0,,,2692,,,9.2,,15.5,15.1,15.8,14.9
108,서울,2025-04-29 0:00,11.9,,,,0.7,,320,,37,,5.2,-2.3,1000.8,,1011,,,9,,9,,,0,0,,,2707,,,8,,14.8,14.6,15.7,15.1
108,서울,2025-04-29 1:00,11.3,,,,2.1,,20,,36,,4.8,-3.2,1001,,1011.3,,,9,,9,,,0,0,,,3333,,,7.4,,14.3,14.1,15.6,15.1
108,서울,2025-04-29 2:00,11.1,,,,1.3,,340,,36,,4.8,-3.4,1000.9,,1011.2,,,9,,9,,,0,0,,,3293,,,6.8,,13.8,13.6,15.3,15
108,서울,2025-04-29 3:00,10,,,,0.1,,0,,42,,5.2,-2.3,1001,,1011.3,,,9,,9,,,0,0,,,2682,,,6,,13.3,13.2,15.2,15
108,서울,2025-04-29 4:00,9.3,,,,1.4,,250,,45,,5.3,-2,1001.4,,1011.8,,,9,,9,,,0,0,,,2892,,,5.6,,12.8,12.8,15,15
108,서울,2025-04-29 5:00,8.8,,,,1.6,,270,,48,,5.4,-1.6,1001.5,,1011.9,,,9,,9,,,0,0,,,2908,,,5.2,,12.4,12.4,14.8,14.9
108,서울,2025-04-29 6:00,8.4,,,,0.8,,290,,51,,5.6,-1.1,1001.6,,1012,,0,,0.01,,,,0,0,,,2949,,,5.1,,12,12,14.4,14.7
108,서울,2025-04-29 7:00,9,,,,1,,20,,54,,6.2,0.1,1002.3,,1012.7,,1,,0.35,,,,0,0,,,2724,,,7.7,,11.7,11.7,14.1,14.5
108,서울,2025-04-29 8:00,11.7,,,,1.5,,50,,48,,6.6,1,1002.5,,1012.8,,1,,1.03,,,,0,0,,,2525,,,16.2,,12.1,11.8,14,14.6
108,서울,2025-04-29 9:00,14.5,,,,2.4,,180,,41,,6.7,1.3,1002.4,,1012.6,,1,,1.84,,,,0,0,,,2629,,,24,,13.1,12.3,13.8,14.4
108,서울,2025-04-29 10:00,16.4,,,,2,,230,,30,,5.6,-1.2,1002.4,,1012.5,,1,,2.51,,,,0,0,,,2299,,,31.4,,14.4,13.1,13.5,14.1
108,서울,2025-04-29 11:00,18.2,,,,2.7,,180,,29,,6.1,-0.1,1002.2,,1012.2,,1,,3.09,,,,0,0,,,1997,,,37.1,,15.8,14.3,13.5,13.9
108,서울,2025-04-29 12:00,19.2,,,,2.9,,270,,27,,6,-0.2,1001.8,,1011.8,,1,,3.38,,,,0,0,,,1992,,,38.7,,17.3,15.4,13.1,13.4
108,서울,2025-04-29 13:00,20.1,,,,3.7,,230,,20,,4.7,-3.5,1001.4,,1011.4,,1,,3.55,,,,0,0,,,1980,,,41.6,,18.5,16.7,13.3,13.3
108,서울,2025-04-29 14:00,20.8,,,,3.1,,230,,21,,5.2,-2.3,1001.2,,1011.1,,1,,3.45,,,,0,0,,,2014,,,42.1,,19.6,18,14,13.6
108,서울,2025-04-29 15:00,20.6,,,,3.5,,250,,21,,5.1,-2.5,1000.9,,1010.8,,1,,3.07,,,,0,0,,,1842,,,39.4,,20.1,18.6,14.1,13.4
108,서울,2025-04-29 16:00,20.1,,,,3.8,,270,,20,,4.7,-3.5,1000.8,,1010.8,,1,,2.55,,,,0,0,,,2056,,,34.8,,20.3,18.9,14.5,13.5
108,서울,2025-04-29 17:00,20.2,,,,2.7,,230,,19,,4.5,-4.1,1000.7,,1010.6,,1,,1.84,,,,0,0,,,2162,,,28.6,,20.1,18.8,14.8,13.6
108,서울,2025-04-29 18:00,19,,,,3.6,,270,,22,,4.8,-3.2,1000.8,,1010.8,,1,,1.05,,,,0,0,,,2217,,,19.8,,19.7,18.8,15.7,14.3
108,서울,2025-04-29 19:00,16.7,,,,3.9,,270,,26,,4.9,-2.9,1001.2,,1011.3,,0.8,,0.36,,,,0,0,,,2145,,,15.6,,18.9,18.1,15.8,14.4
108,서울,2025-04-29 20:00,15.3,,,,2.9,,270,,29,,5,-2.6,1001.5,,1011.6,,0,,0.01,,,,0,0,,,2027,,,13.1,,18,17.5,16.2,14.7
108,서울,2025-04-29 21:00,14.3,,,,2.2,,270,,31,,5,-2.6,1002.3,,1012.5,,,9,,9,,,0,0,,,2049,,,11.7,,17.2,16.5,15.8,14.5
108,서울,2025-04-29 22:00,13.7,,,,1.5,,270,,35,,5.5,-1.5,1002.8,,1013,,,9,,9,,,0,0,,,2038,,,10.6,,16.4,16.1,16.2,15
108,서울,2025-04-29 23:00,13.2,,,,1.4,,250,,36,,5.5,-1.5,1002.7,,1012.9,,,9,,9,,,0,0,,,2139,,,9.9,,15.7,15.5,16.1,15.1
108,서울,2025-04-30 0:00,12.7,,,,0.8,,200,,38,,5.6,-1.2,1003.3,,1013.5,,,9,,9,,,0,0,,,2113,,,9.4,,15.2,15,16,15.2
